Sample,Phase,Density,VRH,C11,C12,C13,C14,C15,C16,C22,C23,C24,C25,C26,C33,C34,C35,C36,C44,C45,C46,C55,C56,C66,Quartz,Feldspar,Biotite,Muscovite,Chlorite,Hornblende,Garnet,Pyrite,AH,AI,AJ,AK,AL,AM,AN
21,1,2.649,2,0.93863,0.089423,0.098195,-0.0007234,-0.020205,-0.0053211,0.96794,0.067717,0.024681,-0.0016063,0.0046078,0.964,-0.023921,-0.001701,-0.0028389,0.38921,-0.0062656,-0.018148,0.41132,-0.00033331,0.40115,1,0,0,0,0,0,0,0,,,,,,,
21,2,2.686,1,1.1273,0.42238,0.45468,-0.0027114,0.0019741,0.0032175,1.0361,0.4203,-0.0019962,0.0033187,0.00015468,1.1218,-0.010298,-0.0012119,0.0010787,0.32357,-0.00026705,0.0025873,0.33053,0.0010126,0.32425,0,1,0,0,0,0,0,0,,,,,,,
21,2,2.686,2,0.98504,0.37878,0.41841,-0.0047929,0.0023885,0.0025904,0.91687,0.37625,-0.00072402,0.0016452,-0.00038432,0.98119,-0.0078359,-0.00035956,0.001777,0.28179,-0.00023501,0.0036291,0.27837,0.0032496,0.2819,0,1,0,0,0,0,0,0,,,,,,,
21,3,3.05,1,1.5777,0.26084,0.30364,0.0011948,-0.0059058,-0.071981,0.54735,0.20989,0.0036784,0.0042773,-0.0083016,1.6982,0.05302,-0.0037955,-0.0076001,0.20376,-0.036473,0.0024953,0.66679,0.020215,0.23183,0,0,1,0,0,0,0,0,,,,,,,
21,3,3.05,2,0.79372,0.32357,0.27968,-0.0022211,-0.011089,-0.02712,0.47836,0.28844,-0.0021288,0.003308,0.00054541,0.97782,0.027229,-0.012029,0.00040363,0.076602,-0.017513,0.00020592,0.29339,0.010015,0.082826,0,0,1,0,0,0,0,0,,,,,,,
21,4,2.83,1,1.2827,0.37082,0.3892,-0.009077,0.00037686,-0.0070985,1.1401,0.36974,0.049534,0.00017305,0.014744,1.4096,0.034036,-0.012233,-7.42E-05,0.40257,0.001746,-0.0032966,0.46458,0.013778,0.3866,0,0,0,1,0,0,0,0,,,,,,,
21,4,2.83,2,0.87255,0.28909,0.30239,-0.0067471,0.00049397,-0.0048678,0.79882,0.29203,0.026262,0.00047064,0.0083167,0.98107,0.019422,-0.0085219,1.56E-05,0.25832,0.00047761,-0.0017619,0.29901,0.0064799,0.25055,0,0,0,1,0,0,0,0,,,,,,,
22,0,2.7657,1,1.2067,0.22851,0.26423,0.0032752,-0.0030561,0.0056682,0.96336,0.21923,0.0029966,0.0013338,0.013451,1.2055,0.023463,-0.00044845,-0.0054843,0.34899,-0.0030707,0.00048249,0.4691,0.010074,0.35996,0.40332,0.34751,0.19542,0.053748,0,0,0,0,,,,,,,
22,0,2.7657,2,0.91696,0.247,0.24156,-0.0008025,-0.003328,0.0017081,0.74299,0.22792,-0.012491,0.0030372,0.0060209,0.93329,0.031292,-0.0019773,-0.0025232,0.19121,-0.0019743,8.04E-06,0.33888,0.015404,0.19612,0.40332,0.34751,0.19542,0.053748,0,0,0,0,,,,,,,
22,0,2.7657,3,1.0618,0.23776,0.2529,0.0012363,-0.0031921,0.0036882,0.85317,0.22358,-0.004747,0.0021855,0.0097359,1.0694,0.027378,-0.0012129,-0.0040038,0.2701,-0.0025225,0.00024527,0.40399,0.012739,0.27804,0.40332,0.34751,0.19542,0.053748,0,0,0,0,,,,,,,
22,1,2.649,1,1.0405,0.042808,0.0648,-0.00052328,-0.0023103,0.0068414,1.0686,0.033456,3.59E-05,-0.00048391,0.020737,1.0277,-0.013196,0.0042603,-0.01505,0.4466,-0.0073867,0.00041275,0.47996,-0.0088924,0.46951,1,0,0,0,0,0,0,0,,,,,,,
22,1,2.649,2,0.94548,0.084864,0.10468,0.00064013,-0.0017193,0.0068504,0.97107,0.076855,-0.0020127,-0.0024937,0.02067,0.9316,-0.010853,0.005371,-0.015104,0.38625,-0.00453,-0.00017586,0.41294,-0.0097547,0.40945,1,0,0,0,0,0,0,0,,,,,,,
22,2,2.686,1,1.13,0.42907,0.45225,0.0032504,-0.00014862,0.0075277,1.0431,0.4237,0.0015834,0.0029022,0.0092442,1.0969,0.0016568,0.00032596,0.0031614,0.32508,0.00060029,0.001825,0.33347,0.0020448,0.32747,0,1,0,0,0,0,0,0,,,,,,,
22,2,2.686,2,0.98797,0.38631,0.41294,0.0032005,-0.00052052,0.0064778,0.92104,0.37915,0.0010971,0.0030001,0.0072981,0.96063,0.0015849,-0.00015772,0.0036695,0.28211,-6.34E-05,0.0007787,0.28203,0.0017883,0.28357,0,1,0,0,0,0,0,0,,,,,,,
22,3,3.05,1,1.6811,0.21489,0.30778,0.010024,-0.0039651,-0.0061153,0.53647,0.19064,0.00076537,0.0030726,0.0030844,1.7278,0.12713,-0.0028022,-0.0023409,0.16425,-0.0041058,0.0018588,0.69593,0.055335,0.18112,0,0,1,0,0,0,0,0,,,,,,,
22,3,3.05,2,0.93071,0.30096,0.26323,-0.0037678,-0.010389,-0.0038657,0.48246,0.26942,-0.0071697,0.0037054,0.0011412,1.1155,0.07157,-0.01033,-0.0021586,0.075632,-0.0034002,-5.87E-05,0.3619,0.030894,0.07515,0,0,1,0,0,0,0,0,,,,,,,
22,4,2.83,1,1.2246,0.37488,0.38685,0.007399,-0.024146,0.027685,1.2103,0.39528,0.042463,-0.0014896,0.023665,1.3431,0.062636,-0.032232,-0.0010365,0.44279,0.0093444,-0.012678,0.43988,0.039745,0.39834,0,0,0,1,0,0,0,0,,,,,,,
22,4,2.83,2,0.84167,0.29452,0.30251,0.0062822,-0.012907,0.015848,0.83351,0.30997,0.02275,-7.01E-05,0.012448,0.92724,0.041081,-0.023127,-0.0042126,0.28746,0.0033037,-0.0075209,0.28303,0.023976,0.2588,0,0,0,1,0,0,0,0,,,,,,,
27,0,2.8023,1,1.2466,0.20665,0.22909,-0.0016085,0.0135,-0.040965,0.97259,0.19723,0.0080852,-0.012485,0.00095944,1.2353,0.026088,0.01831,-0.0064515,0.39193,-0.017885,-0.0079166,0.49893,0.0058752,0.40461,0.53837,0.13634,0.13497,0.13834,0.037183,0,0.014807,0,,,,,,,
27,0,2.8023,2,0.94349,0.22124,0.19956,-0.0057062,0.023495,-0.0413,0.74208,0.21208,-0.005142,-0.025102,0.0092142,0.93631,0.029175,0.023736,0.0025225,0.22563,-0.018043,-0.0082771,0.36624,0.010211,0.2332,0.53837,0.13634,0.13497,0.13834,0.037183,0,0.014807,0,,,,,,,
27,0,2.8023,3,1.095,0.21394,0.21432,-0.0036573,0.018497,-0.041132,0.85734,0.20466,0.0014716,-0.018793,0.0050868,1.0858,0.027631,0.021023,-0.0019645,0.30878,-0.017964,-0.0080968,0.43259,0.0080429,0.3189,0.53837,0.13634,0.13497,0.13834,0.037183,0,0.014807,0,,,,,,,
27,1,2.649,1,1.0106,0.065313,0.057774,-0.00783,-0.0049935,-0.013075,1.0307,0.051141,0.0047932,-0.006218,0.013818,1.0292,-0.0033786,0.0076903,-0.0056301,0.47311,-0.0086192,-0.0083715,0.4715,-0.011754,0.48461,1,0,0,0,0,0,0,0,,,,,,,
27,1,2.649,2,0.91768,0.10389,0.099626,-0.0061251,-0.0038071,-0.010975,0.93927,0.090692,0.0034603,-0.0055879,0.011462,0.93473,-0.0032399,0.0062569,-0.0048856,0.40825,-0.0077745,-0.0072917,0.40625,-0.011198,0.41843,1,0,0,0,0,0,0,0,,,,,,,
